epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
126,16868.9,0.56205,0.70405,1.03616,0.91268,0.9008,0.93267,0.8532,0.45528,0.47624,0.94126,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,16999.1,0.56907,0.71944,1.03738,0.91635,0.9024,0.9329,0.85312,0.45452,0.47582,0.94034,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,17135.3,0.56764,0.71379,1.0374,0.9149,0.90387,0.93322,0.85324,0.45434,0.4754,0.94014,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,17267.4,0.56572,0.72237,1.03851,0.91906,0.90331,0.9329,0.85378,0.45419,0.47461,0.93988,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,17409,0.56133,0.71159,1.03459,0.91934,0.903,0.93303,0.85405,0.45404,0.47418,0.93965,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,17516.4,0.44318,0.46911,0.99984,0.91863,0.90338,0.93316,0.85438,0.45355,0.47328,0.93918,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,17607.5,0.43185,0.44683,0.98828,0.91892,0.90322,0.93309,0.85443,0.4533,0.4724,0.93895,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,17703.4,0.42443,0.43628,0.98857,0.91843,0.90397,0.9332,0.85446,0.45284,0.47172,0.93837,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,17809.6,0.42532,0.42466,0.98574,0.91774,0.90412,0.93347,0.85503,0.45206,0.47061,0.9378,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,17909.4,0.41941,0.41389,0.98368,0.91768,0.90384,0.9335,0.85515,0.45147,0.46968,0.9371,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,18007.3,0.41574,0.41178,0.97719,0.91716,0.90325,0.93382,0.85535,0.45113,0.46905,0.9367,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,18106.8,0.41767,0.40793,0.97886,0.91825,0.90279,0.93403,0.85544,0.45025,0.46842,0.93583,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,18212.5,0.41795,0.40857,0.97624,0.91871,0.90156,0.93384,0.8559,0.44959,0.46814,0.93512,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,18310.5,0.41189,0.4053,0.9773,0.91719,0.90362,0.93365,0.85638,0.44917,0.46739,0.93456,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,18408.8,0.40855,0.39553,0.97261,0.91713,0.9044,0.93422,0.8567,0.44862,0.46668,0.93409,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,18512.2,0.40419,0.3888,0.9715,0.91663,0.90613,0.93432,0.85721,0.44834,0.46602,0.93377,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,18610.9,0.41009,0.39383,0.97292,0.91688,0.90663,0.93471,0.85818,0.44819,0.46574,0.93359,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,18708.2,0.4039,0.38739,0.96806,0.91749,0.90681,0.93473,0.85864,0.44753,0.46492,0.93296,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,18808.7,0.40651,0.38765,0.97115,0.91544,0.90828,0.93463,0.85839,0.44714,0.46448,0.93258,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,18908.9,0.39958,0.37984,0.96844,0.91529,0.90913,0.9348,0.858,0.44679,0.46408,0.93209,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,19007.3,0.40402,0.3857,0.97087,0.91522,0.90962,0.9347,0.85767,0.44655,0.46381,0.93179,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,19105.4,0.40274,0.38315,0.97001,0.91604,0.90966,0.93477,0.85794,0.44643,0.46368,0.93173,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,19206,0.40414,0.38312,0.96685,0.91417,0.91076,0.93482,0.85837,0.44601,0.46295,0.93127,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,19303,0.40081,0.37956,0.9682,0.91489,0.9118,0.93512,0.8584,0.4458,0.4623,0.93096,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,19401,0.40127,0.38044,0.96919,0.91426,0.91145,0.93498,0.85845,0.44553,0.46208,0.93071,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
