epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
123,34274.4,0.40162,0.42902,0.97031,0.95416,0.92493,0.95795,0.91246,0.32338,0.33457,0.88266,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,34544.7,0.39779,0.42069,0.96499,0.95553,0.92401,0.95783,0.9128,0.32303,0.33427,0.88206,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,34816.5,0.40425,0.43223,0.97492,0.95869,0.92093,0.95725,0.91203,0.3228,0.33394,0.88185,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
126,35088.7,0.39747,0.41967,0.96712,0.95754,0.92233,0.95737,0.91209,0.32248,0.33387,0.88152,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,35358.7,0.39561,0.4183,0.96763,0.95845,0.92184,0.95736,0.91227,0.32242,0.33402,0.88138,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,35630.5,0.39584,0.40926,0.96308,0.95931,0.92172,0.95731,0.91252,0.32207,0.33411,0.88105,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
129,35903.5,0.39308,0.41241,0.96755,0.96061,0.92136,0.95724,0.91245,0.32194,0.33427,0.8808,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227,0.00184868,0.000616227
130,36176.6,0.39258,0.40951,0.96286,0.96169,0.92054,0.95725,0.91227,0.32173,0.33409,0.8808,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
131,36449.9,0.2925,0.24065,0.92815,0.96163,0.92062,0.9573,0.91237,0.32158,0.33394,0.88064,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795,0.00158385,0.00052795
132,36717.4,0.28469,0.22795,0.92054,0.9611,0.9212,0.95718,0.9126,0.32133,0.33349,0.88032,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777,0.00146033,0.000486777
133,36986,0.2804,0.21999,0.91797,0.95992,0.92235,0.95716,0.91282,0.32108,0.33318,0.88016,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
134,37254.8,0.27903,0.2182,0.91645,0.96059,0.92249,0.9569,0.91304,0.32068,0.33337,0.87972,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454,0.00123136,0.000410454
135,37523.1,0.2794,0.21831,0.91994,0.96185,0.92131,0.95682,0.91321,0.32051,0.33341,0.8796,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337,0.00112601,0.000375337
136,37792.4,0.27634,0.2148,0.91049,0.96236,0.92152,0.95684,0.91334,0.32028,0.33343,0.87953,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227,0.00102681,0.00034227
137,38059.3,0.27607,0.21331,0.91216,0.96246,0.92169,0.95688,0.91359,0.31988,0.33356,0.87921,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268,0.000933805,0.000311268
138,38331.6,0.2733,0.21094,0.91085,0.9633,0.92177,0.95709,0.91365,0.31972,0.33334,0.87916,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345,0.000847036,0.000282345
139,38599.9,0.27252,0.20629,0.91211,0.96404,0.92111,0.95721,0.91352,0.31954,0.33336,0.87904,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513,0.00076654,0.000255513
140,38867.7,inf,0.20254,0.90683,0.96441,0.92098,0.95719,0.91331,0.31921,0.33353,0.8786,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784,0.000692353,0.000230784
141,39134.1,0.26581,0.20361,0.90757,0.96622,0.92028,0.95728,0.91341,0.31909,0.3336,0.87853,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169,0.000624508,0.000208169
142,39401.4,0.2674,0.19876,0.90342,0.96514,0.92139,0.95724,0.91329,0.31917,0.33385,0.87869,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678,0.000563034,0.000187678
143,39668.5,0.26497,0.19657,0.90493,0.96706,0.92053,0.95687,0.91335,0.31917,0.33386,0.87866,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932,0.000507959,0.00016932
144,39938.9,0.26594,0.19657,0.905,0.96779,0.92025,0.95671,0.91363,0.31927,0.33378,0.8788,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102,0.000459306,0.000153102
145,40206.7,0.26032,0.19485,0.90309,0.96883,0.92016,0.95682,0.91379,0.31912,0.33342,0.87868,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032,0.000417097,0.000139032
146,40473.6,0.26235,0.19701,0.90318,0.96925,0.91987,0.9566,0.91386,0.31872,0.33317,0.87844,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117,0.00038135,0.000127117
147,40741.3,0.2595,0.19195,0.90305,0.96735,0.92039,0.95649,0.91362,0.3184,0.33299,0.87817,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736,0.000352081,0.00011736
148,41009,0.26107,0.19373,0.90144,0.96689,0.92186,0.9566,0.91399,0.31825,0.33293,0.87819,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768,0.000329303,0.000109768
149,41275.7,0.2591,0.19246,0.90086,0.97026,0.92057,0.9567,0.91416,0.31801,0.33295,0.87802,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342,0.000313026,0.000104342
150,41544.6,0.25879,0.19098,0.90266,0.97021,0.92042,0.95671,0.91414,0.31788,0.333,0.87794,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086,0.000303257,0.000101086
